z,n,symbol,radius,abundance,half life (s),binding energy / A (keV),atomic mass (u),ENSDFpublicationcut-off,ENSDFauthors,Extraction_date
83,127,Bi,5.5300, ,433036.8,7832.5424,209984120.237,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2022-04-26
83,128,Bi, , ,128.4,7819.7745,210987268.715,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2022-04-26
83,129,Bi,5.5489, ,3633,7803.314,211991285.03,1-Aug-2020,K. Auranen and E.A. McCutchan,2022-04-26
83,130,Bi,5.5586, ,2735.4,7791.0217,212994383.57,1-Jan-2022,M. S. Basunia,2022-04-26
83,131,Bi, , ,1182.6,7773.4955,213998710.909,1-May-2021,Shaofei Zhu and E. A. McCutchan,2022-04-26
83,132,Bi, , ,456,7761.7177,215001749.095,23-SEP-2013,D. Abriola and  P. Demetriou and  B. Singh and  R. Gowrishankar and  K. Vijay Sai,2022-04-26
83,133,Bi, , ,135,7743.4996,216006305.985,1-Mar-2007,S. -C. WU,2022-04-26
83,134,Bi, , ,98.5,7731.8491,217009372,1-DEC-2017,BALRAJ SINGH,2022-04-26
83,135,Bi, , ,33,7712.828,218014188,30-Oct-2019,Balraj Singh and  M.S. Basunia and  Murray Martin et al. and ,2022-04-26
83,136,Bi, , ,22,7700,219017520,19-May-2021,Balraj Singh et al. and ,2022-04-26
83,137,Bi, , ,0.0000003,7681,220022501,15-MAY-2011,BALRAJ SINGH AND MICHAEL BIRCH,2022-04-26
83,138,Bi, , ,0.0000003,7668,221025980,15-MAY-2011,BALRAJ SINGH AND MICHAEL BIRCH,2022-04-26
83,139,Bi, , ,0.0000003,7648,222031079,20-DEC-2016,BALRAJ SINGH,2022-04-26
83,140,Bi, , ,0.0000003,7636,223034611,15-MAY-2011,BALRAJ SINGH AND MICHAEL BIRCH,2022-04-26
83,141,Bi, , ,0.0000003,7616,224039796,15-Oct-2015,SUKHJEET SINGH and  BALRAJ SINGH,2022-04-26
84,102,Po, , ,0.000028,7695.9488,186004403.174,10-Sep-2013,Coral M. Baglin,2022-04-26
84,103,Po, , ,0.0014,7704.7889,187003031.482,1-Nov-2008,M. S. Basunia,2022-04-26
84,104,Po, , ,0.00027,7724.6544,187999415.586,1-Feb-2018,F.G. KONDEV and  S. JUUTINEN and  D.J. HARTLEY,2022-04-26
84,105,Po, , ,0.0035,7731.1321,188998473.425,31-Aug-2021,Balraj Singh,2022-04-26
84,106,Po, , ,0.00245,7749.4526,189995101.731,15-Oct-2020,Balraj Singh and {+1} and Jun Chen{+2},2022-04-26
84,107,Po, , ,0.022,7753.7871,190994558.494,1-Dec-2006,V.R. Vanin et al.,2022-04-26
84,108,Po,5.5220, ,0.0322,7771.0542,191991340.274,15-Jun-2012,Coral M. Baglin,2022-04-26
84,109,Po, , ,0.399,7773.951,192991062.421,31-Mar-2017,M. Shamsuzzoha Basunia,2022-04-26
84,110,Po,5.5167, ,0.392,7789.2947,193988186.058,3-Sep-2021,Jun Chen and Balraj Singh,2022-04-26
84,111,Po, , ,4.64,7791.3155,194988065.781,1-Mar-2014,Huang Xiaolong and Kang Mengxiao,2022-04-26
84,112,Po,5.5136, ,5.8,7804.7445,195985540.722,1-Jan-2006,Huang Xiaolong,2022-04-26
84,113,Po, , ,84,7805.7136,196985621.939,1-Jan-2002,HUANG XIAOLONG and  ZHOU CHUNMEI,2022-04-26
84,114,Po,5.5146, ,105.6,7817.5611,197983388.753,1-Dec-2015,Huang Xiaolong and Kang Mengxiao,2022-04-26
84,115,Po, , ,328.2,7817.6582,198983640.445,01-DEC-2015,BALRAJ SINGH,2022-04-26
84,116,Po,5.5199, ,690.6,7827.4407,199981812.355,1-Aug-2006,F.G. KONDEV and  S. LALKOVSKI,2022-04-26
84,117,Po, , ,936,7826.5619,200982263.799,1-Dec-2005,F.G. KONDEV,2022-04-26
84,118,Po,5.5281, ,2676,7834.8053,201980738.934,1-May-2007,S. ZHU and F.G. KONDEV,2022-04-26
84,119,Po, , ,2202,7832.8632,202981416.072,4-Jul-2021,F.G. KONDEV,2022-04-26
84,120,Po,5.5378, ,12668.4,7839.0823,203980310.078,1-Oct-2009,C.J. CHIARA and F.G. KONDEV,2022-04-26
84,121,Po,5.5389, ,6264,7836.2168,204981190.006,20-Apr-2020,F.G. KONDEV,2022-04-26
84,122,Po,5.5480, ,760320,7840.5973,205980473.662,31-Jan-2008,F.G. KONDEV,2022-04-26
84,123,Po,5.5501, ,20880,7836.6734,206981593.334,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2022-04-26
84,124,Po,5.5584, ,91451971.47436762,7839.3568,207981246.035,1-Jun-2007,M. J. MARTIN,2022-04-26
84,125,Po,5.5628, ,3913058820.849408,7835.1882,208982430.361,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2022-04-26
84,126,Po,5.5704, ,11955686.4,7834.3462,209982873.686,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2022-04-26
84,127,Po, , ,0.516,7818.7842,210986653.171,28-FEB-2013,J.K. Tuli and  P. Blokhin and  J. Kaur and  J.Y. Lee and N. Sharma,2022-04-26
84,128,Po, , ,0.0000002943,7810.2438,211988867.982,1-Aug-2020,K. Auranen and E.A. McCutchan,2022-04-26
84,129,Po, , ,0.000003706,7794.024,212992857.154,1-Jan-2022,M. S. Basunia,2022-04-26
84,130,Po, , ,0.00016346,7785.1163,213995201.287,1-May-2021,Shaofei Zhu and E. A. McCutchan,2022-04-26
84,131,Po, , ,0.001781,7768.1768,214999418.385,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2022-04-26
84,132,Po,5.6359, ,0.145,7758.8205,216001913.416,1-Mar-2007,S. -C. WU,2022-04-26
84,133,Po, , ,1.53,7741.3614,217006316.145,1-DEC-2017,B. SINGH and  T. ROY and  K. BANERJEE,2022-04-26
84,134,Po,5.6558, ,185.82,7731.53,218008971.234,30-Oct-2019,Balraj Singh and  M.S. Basunia and  Murray Martin et al. and ,2022-04-26
84,135,Po, , ,620,7713.334,219013614,19-May-2021,Balraj Singh et al. and ,2022-04-26
84,136,Po, , ,0.0000003,7703.2244,220016386,31-Oct-2010,E. BROWNE and  J. K. TULI,2022-04-26
84,137,Po, , ,112,7684.4814,221021228,15-JUN-2013,BALRAJ SINGH,2022-04-26
84,138,Po, , ,550,7674.0054,222024140,31-Mar-2011,Sukhjeet Singh and  A. K. Jain and  Jagdish K. Tuli,2022-04-26
84,139,Po, , ,0.0000003,7655,223029070,15-MAY-2011,BALRAJ SINGH AND MICHAEL BIRCH,2022-04-26
84,140,Po, , ,0.0000003,7644,224032110,15-Oct-2015,SUKHJEET SINGH and  BALRAJ SINGH,2022-04-26
84,141,Po, , ,0.0000003,7626,225037123,15-MAY-2011,BALRAJ SINGH AND MICHAEL BIRCH,2022-04-26
84,142,Po, , ,0.0000003,7614,226040310,15-MAY-2011,BALRAJ SINGH AND MICHAEL BIRCH,2022-04-26
84,143,Po, , ,0.0000003,7596,227045390,15-Jan-2016,ICTP-2014 Workshop Group,2022-04-26
85,106,At, , ,0.0017,7702.9233,191004148.081,1-Dec-2006,V.R. Vanin et al.,2022-04-26
85,107,At, , ,0.088,7709.7283,192003140.912,15-Jun-2012,Coral M. Baglin,2022-04-26
85,108,At, , ,0.028,7727.1099,192999927.725,31-Mar-2017,M. Shamsuzzoha Basunia,2022-04-26
85,109,At, , ,0.286,7732.2304,193999230.816,3-Sep-2021,Jun Chen and Balraj Singh,2022-04-26
85,110,At, , ,0.29,7748.0914,194996274.48,1-Mar-2014,Huang Xiaolong and Kang Mengxiao,2022-04-26
85,111,At, , ,0.388,7752.0001,195995799.034,1-Jan-2006,Huang Xiaolong,2022-04-26
85,112,At, , ,0.388,7766.0174,196993177.353,1-Jan-2002,HUANG XIAOLONG and  ZHOU CHUNMEI,2022-04-26
85,113,At, , ,4.2,7769.3446,197992797.864,1-Dec-2015,Huang Xiaolong and Kang Mengxiao,2022-04-26
85,114,At, , ,7.03,7781.4883,198990527.715,15-Oct-2006,BALRAJ SINGH,2022-04-26
85,115,At, , ,43,7783.7601,199990351.099,1-Aug-2006,F.G. KONDEV and  S. LALKOVSKI,2022-04-26
85,116,At, , ,85.2,7794.1536,200988417.058,1-Dec-2005,F.G. KONDEV,2022-04-26
85,117,At, , ,184,7794.5637,201988625.686,1-May-2007,S. ZHU and F.G. KONDEV,2022-04-26
85,118,At, , ,444,7803.6487,202986942.904,4-Jul-2021,F.G. KONDEV,2022-04-26
85,119,At, , ,547.2,7803.5522,203987251.393,1-Oct-2009,C.J. CHIARA and F.G. KONDEV,2022-04-26
85,120,At, , ,1614,7810.2694,204986060.546,20-Apr-2020,F.G. KONDEV,2022-04-26
85,121,At, , ,1836,7808.8904,205986645.768,31-Jan-2008,F.G. KONDEV,2022-04-26
85,122,At, , ,6516,7813.9653,206985799.715,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2022-04-26
85,123,At, , ,5868,7811.5604,207986613.011,1-Jun-2007,M. J. MARTIN,2022-04-26
85,124,At, , ,19512,7814.7835,208986168.701,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2022-04-26
85,125,At, , ,29160,7811.6638,209987147.423,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2022-04-26
85,126,At, , ,25970.4,7811.3545,210987496.226,28-FEB-2013,B. SINGH and  S. SINGH and  H.X. Nguyen and  M. Patial,2022-04-26
85,127,At, , ,0.314,7798.34,211990737.301,1-Aug-2020,K. Auranen and E.A. McCutchan,2022-04-26
85,128,At, , ,0.000000125,7790.0036,212992936.593,1-Jan-2022,M. S. Basunia,2022-04-26
85,129,At, , ,0.000000558,7776.3632,213996372.331,1-May-2021,Shaofei Zhu and E. A. McCutchan,2022-04-26
85,130,At, , ,0.0001,7767.8627,214998651.002,23-SEP-2013,S.K. Basu and  G. Mukherjee and  B. Singh and  S. Bhattacharya and  A. De and  D. Mondal,2022-04-26
85,131,At, , ,0.0003,7753.0024,216002422.643,1-Mar-2007,S. -C. WU,2022-04-26
85,132,At, , ,0.0326,7744.6172,217004717.794,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2022-04-26
85,133,At, , ,1.28,7729.1175,218008695.941,30-Oct-2019,Balraj Singh and  M.S. Basunia and  Murray Martin et al. and ,2022-04-26
85,134,At, , ,56,7720.197,219011160.587,19-May-2021,Balraj Singh et al. and ,2022-04-26
85,135,At, , ,222.6,7703.7033,220015433,31-Oct-2010,E. BROWNE and  J. K. TULI,2022-04-26
85,136,At, , ,138,7694.4754,221018017,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2022-04-26
85,137,At, , ,54,7677.3878,222022494,31-Mar-2011,Sukhjeet Singh and  A. K. Jain and  Jagdish K. Tuli,2022-04-26
85,138,At, , ,50,7668.0557,223025151,1-May-2001,E. BROWNE,2022-04-26
85,139,At, , ,78,7650.7354,224029749,15-Oct-2015,SUKHJEET SINGH and  BALRAJ SINGH,2022-04-26
85,140,At, , ,0.0000003,7641,225032528,15-MAY-2011,BALRAJ SINGH AND MICHAEL BIRCH,2022-04-26
85,141,At, , ,0.0000003,7624,226037209,15-MAY-2011,BALRAJ SINGH AND MICHAEL BIRCH,2022-04-26
85,142,At, , ,0.0000003,7613,227040183,15-Jan-2016,ICTP-2014 Workshop Group,2022-04-26
85,143,At, , ,0.0000003,7596,228044960,31-Dec-2012,KHALIFEH ABUSALEEM,2022-04-26
85,144,At, , ,0.0000003,7585,229048191,15-MAY-2011,BALRAJ SINGH AND MICHAEL BIRCH,2022-04-26
86,107,Rn, , ,0.00115,7675.853,193009707.973,31-Mar-2017,M. Shamsuzzoha Basunia,2022-04-26
86,108,Rn, , ,0.00078,7694.9961,194006145.636,3-Sep-2021,Jun Chen and Balraj Singh,2022-04-26
86,109,Rn, , ,0.006,7700.3841,195005421.703,1-Mar-2014,Huang Xiaolong and Kang Mengxiao,2022-04-26
86,110,Rn, , ,0.0044,7717.966,196002120.431,1-Jan-2006,Huang Xiaolong,2022-04-26
86,111,Rn, , ,0.065,7722.119,197001621.446,1-Jan-2002,HUANG XIAOLONG and  ZHOU CHUNMEI,2022-04-26
86,112,Rn, , ,0.065,7737.7245,197998679.197,1-Dec-2015,Huang Xiaolong and Kang Mengxiao,2022-04-26
86,113,Rn, , ,0.59,7741.0568,198998325.436,15-Oct-2006,BALRAJ SINGH,2022-04-26
86,114,Rn, , ,1.03,7754.9111,199995705.335,1-Aug-2006,F.G. KONDEV and  S. LALKOVSKI,2022-04-26
86,115,Rn, , ,7,7757.0174,200995590.511,1-Dec-2005,F.G. KONDEV,2022-04-26
86,116,Rn,5.5521, ,9.7,7769.3018,201993263.982,1-May-2007,S. ZHU and F.G. KONDEV,2022-04-26
86,117,Rn, , ,44.2,7770.3437,202993361.155,4-Jul-2021,F.G. KONDEV,2022-04-26
86,118,Rn,5.5568, ,74.5,7780.5743,203991443.729,1-Oct-2009,C.J. CHIARA and F.G. KONDEV,2022-04-26
86,119,Rn,5.5569, ,170,7780.7226,204991723.228,20-Apr-2020,F.G. KONDEV,2022-04-26
86,120,Rn,5.5640, ,340.2,7789.0417,205990195.409,31-Jan-2008,F.G. KONDEV,2022-04-26
86,121,Rn,5.5652, ,555,7787.9987,206990730.224,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2022-04-26
86,122,Rn,5.5725, ,1461,7794.2678,207989634.513,1-Jun-2007,M. J. MARTIN,2022-04-26
86,123,Rn,5.5743, ,1728,7792.1755,208990401.389,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2022-04-26
86,124,Rn,5.5813, ,8640,7796.6653,209989688.862,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2022-04-26
86,125,Rn,5.5850, ,52560,7793.9412,210990600.767,28-FEB-2013,T.D. Johnson and  Y.J. Chen and  S. Enkhbold and  G. Khalil and  B. Yang,2022-04-26
86,126,Rn,5.5915, ,1434,7794.7963,211990703.946,1-Aug-2020,K. Auranen and E.A. McCutchan,2022-04-26
86,127,Rn, , ,0.0194,7782.1824,212993885.147,1-Jan-2022,M. S. Basunia,2022-04-26
86,128,Rn, , ,0.000000259,7777.1023,213995362.65,1-May-2021,Shaofei Zhu and E. A. McCutchan,2022-04-26
86,129,Rn, , ,0.0000023,7763.8164,214998745.037,23-SEP-2013,S.K. Basu and  G. Mukherjee and  B. Singh and  S. Bhattacharya and  A. De and  D. Mondal,2022-04-26
86,130,Rn, , ,0.000045,7758.6553,216000271.942,1-Mar-2007,S. -C. WU,2022-04-26
86,131,Rn, , ,0.00054,7744.4037,217003927.632,1-DEC-2017,E.A. MCCUTCHAN and  J. LEE and  N. JOVANCEVIC,2022-04-26
86,132,Rn,5.6540, ,0.03375,7738.7527,218005601.123,30-Oct-2019,Balraj Singh and  M.S. Basunia and  Murray Martin et al. and ,2022-04-26
86,133,Rn,5.6648, ,3.96,7723.7784,219009478.683,19-May-2021,Balraj Singh et al. and ,2022-04-26
86,134,Rn,5.6731, ,55.6,7717.2552,220011392.443,31-Oct-2010,E. BROWNE and  J. K. TULI,2022-04-26
86,135,Rn,5.6834, ,1500,7701.3941,221015535.637,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2022-04-26
86,136,Rn,5.6915, ,330350.4,7694.4991,222017576.017,31-Mar-2011,Sukhjeet Singh and  A. K. Jain and  Jagdish K. Tuli,2022-04-26
86,137,Rn, , ,1458,7678.172,223021889.283,1-May-2001,E. BROWNE,2022-04-26
86,138,Rn, , ,6420,7670.7514,224024095.803,15-Oct-2015,SUKHJEET SINGH and  BALRAJ SINGH,2022-04-26
86,139,Rn, , ,279.6,7654.3581,225028485.572,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2022-04-26
86,140,Rn, , ,444,7646.4108,226030861.38,1-Feb-1996,Y. A. AKOVALI,2022-04-26
86,141,Rn, , ,20.2,7630.0508,227035304.393,15-Jan-2016,ICTP-2014 Workshop Group,2022-04-26
86,142,Rn, , ,65,7621.6457,228037835.415,31-Dec-2012,KHALIFEH ABUSALEEM,2022-04-26
86,143,Rn, , ,12,7605.6227,229042257.272,14-MAY-2009,BALRAJ SINGH,2022-04-26
87,110,Fr, , ,0.0006,7673.764,197011008.086,20-JAN-2014,BALRAJ SINGH,2022-04-26
87,111,Fr, , ,0.015,7679.1873,198010282.081,1-Dec-2015,Huang Xiaolong and Kang Mengxiao,2022-04-26
87,112,Fr, , ,0.012,7695.2599,199007269.384,15-Oct-2006,BALRAJ SINGH,2022-04-26
87,113,Fr, , ,0.049,7700.3292,200006584.666,1-Aug-2006,F.G. KONDEV and  S. LALKOVSKI,2022-04-26
87,114,Fr, , ,0.062,7714.8367,201003852.491,1-Dec-2005,F.G. KONDEV,2022-04-26
87,115,Fr, , ,0.3,7719.0125,202003329.637,1-May-2007,S. ZHU and F.G. KONDEV,2022-04-26
87,116,Fr, , ,0.55,7731.7092,203000940.867,4-Jul-2021,F.G. KONDEV,2022-04-26
87,117,Fr, , ,1.8,7734.6931,204000651.972,1-Oct-2009,C.J. CHIARA and F.G. KONDEV,2022-04-26
87,118,Fr, , ,3.9,7745.687,204998593.854,20-Apr-2020,F.G. KONDEV,2022-04-26
87,119,Fr, , ,16,7746.9621,205998661.441,31-Jan-2008,F.G. KONDEV,2022-04-26
87,120,Fr,5.5720, ,14.8,7756.2689,206996941.45,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2022-04-26
87,121,Fr,5.5729, ,59.1,7756.8985,207997139.082,1-Jun-2007,M. J. MARTIN,2022-04-26
87,122,Fr,5.5799, ,50.5,7763.7485,208995939.701,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2022-04-26
87,123,Fr,5.5818, ,190.8,7763.1243,209996410.596,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2022-04-26
87,124,Fr,5.5882, ,186,7768.3613,210995555.189,28-FEB-2013,A. Sonzogni and  G. Mukherjee and  H. Huang and  A. Tarazaga and  J. Wang,2022-04-26
87,125,Fr,5.5915, ,1200,7766.8455,211996225.42,1-Aug-2020,K. Auranen and E.A. McCutchan,2022-04-26
87,126,Fr,5.5977, ,34.17,7768.4543,212996184.41,1-Jan-2022,M. S. Basunia,2022-04-26
87,127,Fr, , ,0.0055,7757.7393,213998971.193,1-May-2021,Shaofei Zhu and E. A. McCutchan,2022-04-26
87,128,Fr, , ,0.000000086,7753.2607,215000341.534,23-SEP-2013,A.K. Jain and  S. Singh and  B. Singh and  N. Kaur and  S. Lakshmai and  B. Maheshwari,2022-04-26
87,129,Fr, , ,0.0000007,7742.4513,216003189.523,1-Mar-2007,S. -C. WU,2022-04-26
87,130,Fr, , ,0.000022,7737.775,217004631.98,1-DEC-2017,S. KUMAR AND F.G. KONDEV,2022-04-26
87,131,Fr, , ,0.0011,7726.7143,218007578.62,30-Oct-2019,Balraj Singh and  M.S. Basunia and  Murray Martin et al. and ,2022-04-26
87,132,Fr, , ,0.024,7721.1759,219009250.664,19-May-2021,Balraj Singh et al. and ,2022-04-26
87,133,Fr,5.6688, ,27.4,7709.743,220012326.789,31-Oct-2010,E. BROWNE and  J. K. TULI,2022-04-26
87,134,Fr,5.6790, ,294,7703.2572,221014253.714,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2022-04-26
87,135,Fr,5.6890, ,852,7690.9474,222017582.615,31-Mar-2011,Sukhjeet Singh and  A. K. Jain and  Jagdish K. Tuli,2022-04-26
87,136,Fr,5.6951, ,1320,7683.6655,223019734.241,1-May-2001,E. BROWNE,2022-04-26
87,137,Fr,5.7061, ,199.8,7670.368,224023348.096,15-Oct-2015,SUKHJEET SINGH and  BALRAJ SINGH,2022-04-26
87,138,Fr,5.7112, ,237,7662.9412,225025572.466,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2022-04-26
87,139,Fr,5.7190, ,49,7648.3768,226029544.512,1-Feb-1996,Y. A. AKOVALI,2022-04-26
87,140,Fr,5.7335, ,148.2,7640.7162,227031865.413,15-Jan-2016,ICTP-2014 Workshop Group,2022-04-26
87,141,Fr,5.7399, ,38,7626.3689,228035839.433,31-Dec-2012,KHALIFEH ABUSALEEM,2022-04-26
87,142,Fr, , ,50.2,7618.338,229038291.443,1-Jun-2008,E. BROWNE and  J. K. TULI,2022-04-26
87,143,Fr, , ,19.1,7603.7052,230042390.787,1-May-2012,E. BROWNE and  J. K. TULI,2022-04-26
87,144,Fr, , ,17.6,7594.5009,231045175.353,24-May-2013,E. BROWNE and  J. K. TULI,2022-04-26
87,145,Fr, , ,5.5,7579.3481,232049461.219,1-Nov-2004,E. BROWNE,2022-04-26
87,146,Fr, , ,0.9,7569.2398,233052517.833,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2022-04-26
88,113,Ra, , ,0.0016,7669.4108,201012814.699,1-Dec-2005,F.G. KONDEV,2022-04-26
88,114,Ra, , ,0.016,7685.5684,202009742.305,1-May-2007,S. ZHU and F.G. KONDEV,2022-04-26
88,115,Ra, , ,0.031,7689.8015,203009233.907,4-Jul-2021,F.G. KONDEV,2022-04-26
88,116,Ra, , ,0.057,7704.1238,204006506.855,1-Oct-2009,C.J. CHIARA and F.G. KONDEV,2022-04-26
88,117,Ra, , ,0.21,7707.1698,205006230.692,20-Apr-2020,F.G. KONDEV,2022-04-26
88,118,Ra, , ,0.24,7719.8028,206003827.842,31-Jan-2008,F.G. KONDEV,2022-04-26
88,119,Ra, , ,1.35,7721.7503,207003772.42,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2022-04-26
88,120,Ra,5.5850, ,1.3,7732.0177,208001855.012,1-Jun-2007,M. J. MARTIN,2022-04-26
88,121,Ra,5.5853, ,4.8,7733.0177,209001994.902,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2022-04-26
88,122,Ra,5.5917, ,3.7,7741.3687,210000475.406,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2022-04-26
88,123,Ra,5.5929, ,13,7741.0887,211000893.049,28-FEB-2013,D. ABRIOLA and  P. DEMETRIOU and  M. HASSANVAND and  M. HUSSAIN,2022-04-26
88,124,Ra,5.5991, ,13,7747.5078,211999786.619,1-Aug-2020,K. Auranen and E.A. McCutchan,2022-04-26
88,125,Ra,5.6020, ,163.8,7746.4726,213000370.971,1-Jan-2022,M. S. Basunia,2022-04-26
88,126,Ra,5.6079, ,2.438,7749.1719,214000099.56,1-May-2021,Shaofei Zhu and E. A. McCutchan,2022-04-26
88,127,Ra, , ,0.00166,7739.3249,215002718.208,23-SEP-2013,S. Kumar and  B. Singh and  K. Rojeeta Devi and  A. Rohilla,2022-04-26
88,128,Ra, , ,0.000000182,7737.3458,216003533.534,1-Mar-2007,S. -C. WU,2022-04-26
88,129,Ra, , ,0.0000016,7726.9122,217006322.676,1-DEC-2017,E.A. MCCUTCHAN and  S.K. RATHI and  S. GARG,2022-04-26
88,130,Ra, , ,0.00002591,7725.0241,218007134.297,30-Oct-2019,Balraj Singh and  M.S. Basunia and  Murray Martin et al. and ,2022-04-26
88,131,Ra, , ,0.009,7714.056,219010084.715,19-May-2021,Balraj Singh et al. and ,2022-04-26
88,132,Ra,5.6683, ,0.018,7711.6879,220011027.542,31-Oct-2010,E. BROWNE and  J. K. TULI,2022-04-26
88,133,Ra,5.6795, ,28,7701.1352,221013917.293,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2022-04-26
88,134,Ra,5.6874, ,38,7696.6931,222015373.371,31-Mar-2011,Sukhjeet Singh and  A. K. Jain and  Jagdish K. Tuli,2022-04-26
88,135,Ra,5.6973, ,987552,7685.3101,223018500.648,1-May-2001,E. BROWNE,2022-04-26
88,136,Ra,5.7046, ,313796.16,7679.9236,224020210.361,15-Oct-2015,SUKHJEET SINGH and  BALRAJ SINGH,2022-04-26
88,137,Ra,5.7150, ,1287360,7667.5866,225023610.502,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2022-04-26
88,138,Ra,5.7211, ,50491081559.3472,7661.9636,226025408.186,1-Feb-1996,Y. A. AKOVALI,2022-04-26
88,139,Ra,5.7283, ,2532,7648.3048,227029176.205,15-Jan-2016,ICTP-2014 Workshop Group,2022-04-26
88,140,Ra,5.7370, ,181452324.353904,7642.4289,228031068.574,31-Dec-2012,KHALIFEH ABUSALEEM,2022-04-26
88,141,Ra,5.7455, ,240,7628.4862,229034956.703,1-Jun-2008,E. BROWNE and  J. K. TULI,2022-04-26
88,142,Ra,5.7551, ,5580,7621.9144,230037054.776,1-May-2012,E. BROWNE and  J. K. TULI,2022-04-26
88,143,Ra, , ,104,7607.8418,231041027.085,24-May-2013,E. BROWNE and  J. K. TULI,2022-04-26
88,144,Ra,5.7714, ,252,7600.0099,232043475.267,1-Nov-2004,E. BROWNE,2022-04-26
88,145,Ra, , ,30,7585.5644,233047594.57,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2022-04-26
88,146,Ra, , ,30,7576.5439,234050382.1,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-04-26
89,116,Ac, , ,0.02,7662.8519,205015144.152,20-Apr-2020,F.G. KONDEV,2022-04-26
89,117,Ac, , ,0.022,7667.8538,206014476.477,31-Jan-2008,F.G. KONDEV,2022-04-26
89,118,Ac, , ,0.027,7681.1001,207011965.967,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2022-04-26
89,119,Ac, , ,0.095,7684.8289,208011552.251,1-Jun-2007,M. J. MARTIN,2022-04-26
89,120,Ac, , ,0.087,7695.8455,209009495.375,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2022-04-26
89,121,Ac, , ,0.35,7698.0182,210009408.625,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2022-04-26
89,122,Ac, , ,0.21,7707.468,211007668.846,28-FEB-2013,D. ABRIOLA and  P. DEMETRIOU and  M. HASSANVAND and  M. HUSSAIN,2022-04-26
89,123,Ac, , ,0.88,7708.4479,212007836.442,1-Aug-2020,K. Auranen and E.A. McCutchan,2022-04-26
89,124,Ac, , ,0.738,7715.5908,213006592.665,1-Jan-2022,M. S. Basunia,2022-04-26
89,125,Ac, , ,8.2,7715.8874,214006906.4,1-May-2021,Shaofei Zhu and E. A. McCutchan,2022-04-26
89,126,Ac, , ,0.17,7719.4137,215006474.061,23-SEP-2013,A.K. Jain and  S. Singh and  B. Singh and  N. Kaur and  S. Lakshmai and  B. Maheshwari,2022-04-26
89,127,Ac, , ,0.00044,7711.2319,216008749.101,1-Mar-2007,S. -C. WU,2022-04-26
89,128,Ac, , ,0.000000069,7710.3448,217009342.325,1-DEC-2017,B. SINGH and  A. CHAKRABORTY and  S. BHATTACHARYA,2022-04-26
89,129,Ac, , ,0.00000103,7702.145,218011648.86,30-Oct-2019,Balraj Singh and  M.S. Basunia and  Murray Martin et al. and ,2022-04-26
89,130,Ac, , ,0.0000118,7700.5489,219012420.425,19-May-2021,Balraj Singh et al. and ,2022-04-26
89,131,Ac, , ,0.0264,7692.3515,220014754.527,31-Oct-2010,E. BROWNE and  J. K. TULI,2022-04-26
89,132,Ac, , ,0.052,7690.5039,221015599.721,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2022-04-26
89,133,Ac, , ,5,7682.8015,222017844.232,31-Mar-2011,Sukhjeet Singh and  A. K. Jain and  Jagdish K. Tuli,2022-04-26
89,134,Ac, , ,126,7679.1479,223019135.982,1-May-2001,E. BROWNE,2022-04-26
